Date,Open,High,Low,Close,Currency
2010-02-11,1.3732,1.3802,1.3594,1.3682,USD
2010-02-12,1.3694,1.3699,1.3532,1.3618,USD
2010-02-15,1.3614,1.3636,1.3579,1.3599,USD
2010-02-16,1.3596,1.3779,1.3588,1.3769,USD
2010-02-17,1.3765,1.379,1.3585,1.3606,USD
2010-02-18,1.3606,1.3656,1.3539,1.3617,USD
2010-02-19,1.3529,1.3619,1.3443,1.3615,USD
2010-02-22,1.3636,1.3653,1.3571,1.3598,USD
2010-02-23,1.3592,1.3693,1.3495,1.3506,USD
2010-02-24,1.351,1.3627,1.3501,1.3531,USD
2010-02-25,1.3536,1.3572,1.3451,1.3556,USD
2010-02-26,1.3548,1.3685,1.3531,1.3626,USD
2010-03-01,1.3624,1.3657,1.3458,1.3561,USD
2010-03-02,1.3557,1.3623,1.3433,1.3605,USD
2010-03-03,1.3616,1.3738,1.3592,1.37,USD
2010-03-04,1.3695,1.3714,1.355,1.358,USD
2010-03-05,1.3581,1.363,1.3527,1.3622,USD
2010-03-08,1.3632,1.3706,1.3607,1.363,USD
2010-03-09,1.363,1.3636,1.3535,1.3601,USD
2010-03-10,1.36,1.368,1.3543,1.366,USD
2010-03-11,1.3656,1.3689,1.3618,1.3679,USD
2010-03-12,1.3678,1.3798,1.3668,1.3763,USD
2010-03-15,1.3777,1.3779,1.3639,1.3676,USD
2010-03-16,1.3677,1.3786,1.3657,1.3772,USD
2010-03-17,1.377,1.3818,1.3725,1.3738,USD
2010-03-18,1.3732,1.3743,1.3583,1.3607,USD
2010-03-19,1.3607,1.3629,1.3502,1.3534,USD
2010-03-22,1.3525,1.3569,1.3462,1.3556,USD
2010-03-23,1.3563,1.3571,1.3474,1.35,USD
2010-03-24,1.3495,1.3502,1.3304,1.3314,USD
2010-03-25,1.3316,1.3386,1.3266,1.3279,USD
2010-03-26,1.328,1.3428,1.3268,1.3413,USD
2010-03-29,1.3488,1.3508,1.3418,1.3478,USD
2010-03-30,1.3479,1.354,1.3394,1.3413,USD
2010-03-31,1.3415,1.355,1.3384,1.3512,USD
2010-04-01,1.351,1.3592,1.3457,1.3582,USD
2010-04-02,1.3584,1.3593,1.3474,1.3504,USD
2010-04-05,1.3491,1.3541,1.3461,1.3486,USD
2010-04-06,1.3483,1.3497,1.3354,1.3399,USD
2010-04-07,1.3396,1.3409,1.3323,1.334,USD
2010-04-08,1.3337,1.3368,1.328,1.336,USD
2010-04-09,1.336,1.3503,1.3341,1.3499,USD
2010-04-12,1.3622,1.3693,1.3563,1.3586,USD
2010-04-13,1.3584,1.3627,1.3545,1.3607,USD
2010-04-14,1.3617,1.3679,1.3596,1.3653,USD
2010-04-15,1.3653,1.3668,1.3518,1.358,USD
2010-04-16,1.358,1.3584,1.3473,1.3499,USD
2010-04-19,1.3478,1.3498,1.3413,1.3485,USD
2010-04-20,1.349,1.3524,1.3427,1.3438,USD
2010-04-21,1.3437,1.3448,1.3357,1.3387,USD
2010-04-22,1.3385,1.3422,1.3258,1.3293,USD
2010-04-23,1.3286,1.3403,1.3202,1.3386,USD
2010-04-26,1.3346,1.3398,1.3289,1.3397,USD
2010-04-27,1.3396,1.3415,1.3159,1.3165,USD
2010-04-28,1.3156,1.3271,1.3115,1.3214,USD
2010-04-29,1.3204,1.3281,1.3183,1.3225,USD
2010-04-30,1.3245,1.3345,1.3226,1.3298,USD
2010-05-03,1.3342,1.3342,1.3154,1.3194,USD
2010-05-04,1.3192,1.3215,1.2976,1.2982,USD
2010-05-05,1.2968,1.2998,1.2789,1.2814,USD
2010-05-06,1.2824,1.2856,1.2521,1.2656,USD
2010-05-07,1.2633,1.28,1.2588,1.2762,USD
2010-05-10,1.2933,1.3094,1.2758,1.2782,USD
2010-05-11,1.2791,1.2804,1.2652,1.2655,USD
2010-05-12,1.2639,1.274,1.2603,1.2622,USD
2010-05-13,1.2631,1.2686,1.2518,1.253,USD
2010-05-14,1.2524,1.2578,1.2355,1.2363,USD
2010-05-17,1.2351,1.2416,1.2235,1.2395,USD
2010-05-18,1.2395,1.2447,1.2163,1.2183,USD
2010-05-19,1.2183,1.2434,1.2144,1.2429,USD
2010-05-20,1.2429,1.2601,1.2298,1.2468,USD
2010-05-21,1.2468,1.2675,1.2461,1.2573,USD
2010-05-24,1.2546,1.2561,1.2344,1.2353,USD
2010-05-25,1.2344,1.2372,1.2172,1.2365,USD
2010-05-26,1.2373,1.2376,1.2164,1.2168,USD
2010-05-27,1.2157,1.2395,1.2153,1.2369,USD
2010-05-28,1.2363,1.2455,1.2266,1.227,USD
2010-05-31,1.2273,1.2334,1.2264,1.2306,USD
2010-06-01,1.2305,1.2355,1.2111,1.2227,USD
2010-06-02,1.2207,1.2277,1.2174,1.2251,USD
2010-06-03,1.2247,1.2327,1.2151,1.2157,USD
2010-06-04,1.2165,1.2218,1.1956,1.1976,USD
2010-06-07,1.1946,1.1992,1.1876,1.1915,USD
2010-06-08,1.1919,1.2011,1.1901,1.1975,USD
2010-06-09,1.197,1.2076,1.1923,1.1986,USD
2010-06-10,1.1981,1.2143,1.1955,1.2109,USD
2010-06-11,1.2109,1.2155,1.2046,1.2113,USD
2010-06-14,1.2125,1.23,1.2115,1.2218,USD
2010-06-15,1.2213,1.235,1.2164,1.2324,USD
2010-06-16,1.2322,1.2357,1.2256,1.2308,USD
2010-06-17,1.2299,1.2414,1.2243,1.238,USD
2010-06-18,1.2384,1.2419,1.2354,1.2387,USD
2010-06-21,1.2439,1.2469,1.2303,1.2308,USD
2010-06-22,1.2322,1.2355,1.225,1.2268,USD
2010-06-23,1.2264,1.2346,1.2209,1.2315,USD
2010-06-24,1.2317,1.2388,1.226,1.2334,USD
2010-06-25,1.233,1.2398,1.2253,1.2377,USD
2010-06-28,1.2372,1.2399,1.2264,1.2279,USD
2010-06-29,1.2277,1.2293,1.2152,1.2182,USD
2010-06-30,1.2185,1.2306,1.2166,1.2236,USD
2010-07-01,1.2235,1.254,1.2193,1.2519,USD
2010-07-02,1.2517,1.2616,1.2483,1.2563,USD
2010-07-05,1.2557,1.2565,1.2508,1.254,USD
2010-07-06,1.2538,1.2664,1.2479,1.2624,USD
2010-07-07,1.2628,1.2666,1.2553,1.2635,USD
2010-07-08,1.2633,1.2712,1.262,1.2694,USD
2010-07-09,1.2698,1.2725,1.2608,1.2637,USD
2010-07-12,1.2639,1.2647,1.2548,1.259,USD
2010-07-13,1.259,1.2739,1.2522,1.2728,USD
2010-07-14,1.2723,1.2779,1.2681,1.2741,USD
2010-07-15,1.2741,1.2956,1.2708,1.2939,USD
2010-07-16,1.293,1.301,1.2891,1.2933,USD
2010-07-19,1.2893,1.2992,1.2868,1.294,USD
2010-07-20,1.2948,1.303,1.284,1.2886,USD
2010-07-21,1.2881,1.2914,1.2731,1.2757,USD
2010-07-22,1.2753,1.2932,1.2738,1.2891,USD
2010-07-23,1.2887,1.297,1.2794,1.2907,USD
2010-07-26,1.29,1.3005,1.2875,1.2995,USD
2010-07-27,1.299,1.3047,1.2951,1.2995,USD
2010-07-28,1.3002,1.3042,1.2965,1.2993,USD
2010-07-29,1.299,1.3108,1.298,1.3079,USD
2010-07-30,1.3081,1.3096,1.2981,1.3048,USD
2010-08-02,1.3062,1.3197,1.3053,1.3182,USD
2010-08-03,1.3181,1.3263,1.3145,1.3228,USD
2010-08-04,1.3229,1.3241,1.3132,1.316,USD
2010-08-05,1.3153,1.3235,1.3118,1.3192,USD
2010-08-06,1.3185,1.3336,1.3158,1.3285,USD
2010-08-09,1.3292,1.331,1.3216,1.3235,USD
2010-08-10,1.3222,1.3235,1.3072,1.3178,USD
2010-08-11,1.3176,1.3191,1.2829,1.2833,USD
2010-08-12,1.2846,1.2933,1.278,1.2824,USD
2010-08-13,1.283,1.2909,1.275,1.2752,USD
2010-08-16,1.2761,1.2874,1.2736,1.2826,USD
2010-08-17,1.2824,1.2917,1.2804,1.2881,USD
2010-08-18,1.2881,1.2925,1.2823,1.2857,USD
2010-08-19,1.2855,1.2903,1.2771,1.2821,USD
2010-08-20,1.2821,1.2835,1.2664,1.2708,USD
2010-08-23,1.2704,1.2731,1.2645,1.2658,USD
2010-08-24,1.265,1.2719,1.2585,1.2625,USD
2010-08-25,1.2631,1.2726,1.2604,1.2658,USD
2010-08-26,1.266,1.2765,1.2649,1.272,USD
2010-08-27,1.2716,1.2781,1.2679,1.2765,USD
2010-08-30,1.2766,1.277,1.2658,1.2664,USD
2010-08-31,1.2664,1.2744,1.2624,1.2687,USD
2010-09-01,1.2686,1.2856,1.2662,1.2812,USD
2010-09-02,1.2799,1.2849,1.2776,1.2826,USD
2010-09-03,1.2829,1.29,1.281,1.2896,USD
2010-09-06,1.2889,1.292,1.2865,1.2873,USD
2010-09-07,1.2873,1.2877,1.2676,1.2683,USD
2010-09-08,1.2686,1.2766,1.2661,1.2723,USD
2010-09-09,1.2721,1.2767,1.2662,1.2694,USD
2010-09-10,1.2699,1.275,1.2645,1.268,USD
2010-09-13,1.2708,1.2894,1.2703,1.288,USD
2010-09-14,1.2878,1.3034,1.2827,1.2996,USD
2010-09-15,1.2993,1.3037,1.2954,1.3005,USD
2010-09-16,1.3012,1.3119,1.2976,1.3076,USD
2010-09-17,1.3081,1.3162,1.3019,1.3048,USD
2010-09-20,1.3053,1.3121,1.3026,1.3066,USD
2010-09-21,1.3062,1.3282,1.3056,1.3252,USD
2010-09-22,1.3253,1.3441,1.3246,1.34,USD
2010-09-23,1.3394,1.3415,1.3304,1.3312,USD
2010-09-24,1.3315,1.3498,1.3287,1.3491,USD
2010-09-27,1.3482,1.3509,1.3426,1.3457,USD
2010-09-28,1.3445,1.3598,1.3382,1.3582,USD
2010-09-29,1.3579,1.3648,1.3565,1.3629,USD
2010-09-30,1.3626,1.3686,1.3561,1.3633,USD
2010-10-01,1.3632,1.3796,1.362,1.3792,USD
2010-10-04,1.3792,1.3793,1.3666,1.3682,USD
2010-10-05,1.3679,1.3861,1.3636,1.3834,USD
2010-10-06,1.3836,1.3948,1.3798,1.3937,USD
2010-10-07,1.3929,1.4028,1.3855,1.3927,USD
2010-10-08,1.3921,1.3986,1.3836,1.3943,USD
2010-10-11,1.3994,1.4013,1.3866,1.3874,USD
2010-10-12,1.3874,1.3933,1.3773,1.3925,USD
2010-10-13,1.3915,1.4002,1.391,1.3963,USD
2010-10-14,1.3958,1.4124,1.3955,1.4081,USD
2010-10-15,1.4078,1.416,1.3938,1.3979,USD
2010-10-18,1.3977,1.4,1.3832,1.3948,USD
2010-10-19,1.3951,1.4006,1.3714,1.3735,USD
2010-10-20,1.3731,1.3994,1.3699,1.3967,USD
2010-10-21,1.396,1.4051,1.387,1.392,USD
2010-10-22,1.3924,1.3976,1.3858,1.3952,USD
2010-10-25,1.3958,1.4083,1.3935,1.3966,USD
2010-10-26,1.3966,1.3984,1.3825,1.3861,USD
2010-10-27,1.3859,1.3878,1.3733,1.3769,USD
2010-10-28,1.3761,1.3946,1.3757,1.3932,USD
2010-10-29,1.3927,1.3954,1.3806,1.395,USD
2010-11-01,1.3963,1.4013,1.3862,1.3891,USD
2010-11-02,1.3897,1.4061,1.3881,1.404,USD
2010-11-03,1.4038,1.4177,1.3991,1.4145,USD
2010-11-04,1.4139,1.4284,1.4103,1.42,USD
2010-11-05,1.4216,1.425,1.4025,1.4034,USD
2010-11-08,1.4051,1.4085,1.3886,1.3921,USD
2010-11-09,1.392,1.3975,1.375,1.3779,USD
2010-11-10,1.3777,1.3828,1.3672,1.3784,USD
2010-11-11,1.3784,1.3823,1.3637,1.3658,USD
2010-11-12,1.3666,1.3779,1.3573,1.3693,USD
2010-11-15,1.3712,1.3752,1.3565,1.3586,USD
2010-11-16,1.3587,1.3655,1.3447,1.3493,USD
2010-11-17,1.3487,1.3566,1.3458,1.3519,USD
2010-11-18,1.3527,1.3668,1.3525,1.3645,USD
2010-11-19,1.3647,1.3733,1.3609,1.3687,USD
2010-11-22,1.3714,1.3786,1.3575,1.3626,USD
2010-11-23,1.3619,1.3634,1.3361,1.3373,USD
2010-11-24,1.3367,1.3424,1.3284,1.3332,USD
2010-11-25,1.3333,1.3388,1.3287,1.3363,USD
2010-11-26,1.3355,1.3368,1.3199,1.3243,USD
2010-11-29,1.3287,1.3304,1.3064,1.3121,USD
2010-11-30,1.3124,1.3152,1.2967,1.298,USD
2010-12-01,1.2985,1.3181,1.297,1.3143,USD
2010-12-02,1.3137,1.325,1.3059,1.3227,USD
2010-12-03,1.3222,1.3418,1.3192,1.3415,USD
2010-12-06,1.3382,1.3422,1.3243,1.3306,USD
2010-12-07,1.3304,1.3401,1.326,1.3264,USD
2010-12-08,1.3263,1.3283,1.318,1.3259,USD
2010-12-09,1.3264,1.3325,1.3165,1.3245,USD
2010-12-10,1.3237,1.3283,1.3178,1.3234,USD
2010-12-13,1.3207,1.3435,1.3182,1.3391,USD
2010-12-14,1.3388,1.3498,1.3361,1.3384,USD
2010-12-15,1.3383,1.3384,1.3209,1.3213,USD
2010-12-16,1.3213,1.3268,1.318,1.3239,USD
2010-12-17,1.3239,1.3361,1.3133,1.3182,USD
2010-12-20,1.3182,1.319,1.3095,1.3121,USD
2010-12-21,1.3127,1.3203,1.3072,1.3096,USD
2010-12-22,1.3095,1.3182,1.3076,1.31,USD
2010-12-23,1.3096,1.3154,1.3054,1.312,USD
2010-12-24,1.3117,1.3151,1.3095,1.3118,USD
2010-12-27,1.3115,1.3171,1.3072,1.3161,USD
2010-12-28,1.3166,1.3277,1.3094,1.312,USD
2010-12-29,1.3116,1.3239,1.3082,1.3224,USD
2010-12-30,1.3225,1.3316,1.3212,1.3283,USD
2010-12-31,1.329,1.3427,1.3283,1.3379,USD
2011-01-03,1.3348,1.3397,1.3251,1.3354,USD
2011-01-04,1.3358,1.3436,1.3291,1.3304,USD
2011-01-05,1.3304,1.3325,1.3123,1.3152,USD
2011-01-06,1.3146,1.3171,1.2995,1.3001,USD
2011-01-07,1.3005,1.3023,1.2906,1.2919,USD
2011-01-10,1.2883,1.2967,1.2874,1.2944,USD
2011-01-11,1.295,1.2995,1.2905,1.2978,USD
2011-01-12,1.2972,1.3146,1.2961,1.3137,USD
2011-01-13,1.3129,1.3384,1.3087,1.3354,USD
2011-01-14,1.3363,1.3458,1.3313,1.3377,USD
2011-01-17,1.3383,1.3389,1.3245,1.3294,USD
2011-01-18,1.3292,1.3467,1.3252,1.3381,USD
2011-01-19,1.3389,1.3541,1.3369,1.3469,USD
2011-01-20,1.3476,1.3524,1.3395,1.3478,USD
2011-01-21,1.3475,1.3629,1.3448,1.3618,USD
2011-01-24,1.3638,1.3687,1.3537,1.3643,USD
2011-01-25,1.3638,1.3704,1.3571,1.369,USD
2011-01-26,1.3686,1.3722,1.3642,1.3698,USD
2011-01-27,1.371,1.376,1.3636,1.3727,USD
2011-01-28,1.3733,1.3746,1.358,1.3613,USD
2011-01-31,1.3599,1.374,1.3568,1.3686,USD
2011-02-01,1.3685,1.3845,1.3685,1.3834,USD
2011-02-02,1.383,1.3863,1.3767,1.3805,USD
2011-02-03,1.3813,1.3828,1.3611,1.3632,USD
2011-02-04,1.3639,1.3679,1.3542,1.3586,USD
2011-02-07,1.3563,1.3628,1.3508,1.3588,USD
2011-02-08,1.3582,1.369,1.3571,1.3634,USD
2011-02-09,1.3625,1.3745,1.3607,1.3731,USD
2011-02-10,1.3729,1.3737,1.3577,1.3595,USD
2011-02-11,1.3599,1.3624,1.3498,1.3549,USD
2011-02-14,1.351,1.3562,1.3429,1.3486,USD
2011-02-15,1.3488,1.3553,1.3459,1.349,USD
2011-02-16,1.3488,1.3591,1.3461,1.3568,USD
2011-02-17,1.3568,1.362,1.3534,1.3602,USD
2011-02-18,1.3609,1.3718,1.3548,1.3697,USD
2011-02-21,1.3703,1.3719,1.3646,1.3677,USD
2011-02-22,1.3677,1.3704,1.3525,1.3654,USD
2011-02-23,1.3659,1.3788,1.3646,1.3747,USD
2011-02-24,1.3747,1.3821,1.3702,1.3804,USD
2011-02-25,1.3797,1.3838,1.3722,1.3751,USD
2011-02-28,1.3757,1.3856,1.371,1.3802,USD
2011-03-01,1.3803,1.3855,1.3762,1.3776,USD
2011-03-02,1.3775,1.3889,1.3742,1.3864,USD
2011-03-03,1.3868,1.3974,1.3833,1.3966,USD
2011-03-04,1.3968,1.4009,1.3939,1.3985,USD
2011-03-07,1.3996,1.4038,1.3952,1.3973,USD
2011-03-08,1.3972,1.3994,1.3861,1.3904,USD
2011-03-09,1.3904,1.3943,1.3854,1.3908,USD
2011-03-10,1.3906,1.3927,1.3775,1.3794,USD
2011-03-11,1.3798,1.3916,1.3752,1.391,USD
2011-03-14,1.3962,1.4003,1.3902,1.399,USD
2011-03-15,1.3986,1.4013,1.3853,1.3996,USD
2011-03-16,1.3998,1.4002,1.3865,1.3903,USD
2011-03-17,1.3906,1.4053,1.3869,1.4022,USD
2011-03-18,1.4017,1.4187,1.3981,1.4179,USD
2011-03-21,1.4182,1.4241,1.4138,1.4227,USD
2011-03-22,1.4219,1.4249,1.4173,1.4202,USD
2011-03-23,1.4198,1.4217,1.4078,1.4083,USD
2011-03-24,1.4091,1.4223,1.4051,1.4175,USD
2011-03-25,1.4171,1.4196,1.4055,1.4084,USD
2011-03-28,1.4046,1.4116,1.402,1.4085,USD
2011-03-29,1.4081,1.4151,1.4047,1.4111,USD
2011-03-30,1.4112,1.4148,1.4051,1.4127,USD
2011-03-31,1.4129,1.4234,1.4114,1.4167,USD
2011-04-01,1.4174,1.4248,1.4062,1.4231,USD
2011-04-04,1.4226,1.4272,1.4194,1.4222,USD
2011-04-05,1.422,1.4248,1.4152,1.4223,USD
2011-04-06,1.4217,1.4351,1.4209,1.4333,USD
2011-04-07,1.4335,1.4346,1.4243,1.4304,USD
2011-04-08,1.4304,1.4491,1.4292,1.4481,USD
2011-04-11,1.4454,1.4484,1.4417,1.4435,USD
2011-04-12,1.4432,1.452,1.4375,1.4477,USD
2011-04-13,1.4477,1.4521,1.4411,1.4441,USD
2011-04-14,1.4441,1.4516,1.4363,1.4489,USD
2011-04-15,1.4488,1.4507,1.4392,1.4432,USD
2011-04-18,1.4419,1.4422,1.4157,1.4234,USD
2011-04-19,1.4224,1.4354,1.4204,1.4337,USD
2011-04-20,1.4337,1.4546,1.4325,1.4518,USD
2011-04-21,1.452,1.465,1.4504,1.4552,USD
2011-04-22,1.4552,1.4589,1.4533,1.4556,USD
2011-04-25,1.456,1.4629,1.4524,1.4581,USD
2011-04-26,1.4579,1.4659,1.4493,1.4644,USD
2011-04-27,1.4646,1.4796,1.4632,1.4777,USD
2011-04-28,1.4783,1.4883,1.4769,1.4824,USD
2011-04-29,1.4828,1.4881,1.4802,1.4802,USD
2011-05-02,1.4826,1.4905,1.4763,1.4827,USD
2011-05-03,1.482,1.4892,1.4753,1.4828,USD
2011-05-04,1.4823,1.4942,1.4776,1.4824,USD
2011-05-05,1.4829,1.4903,1.4512,1.4541,USD
2011-05-06,1.4543,1.459,1.431,1.431,USD
2011-05-09,1.4369,1.4443,1.4255,1.4364,USD
2011-05-10,1.4353,1.4414,1.4268,1.4407,USD
2011-05-11,1.4406,1.4425,1.4172,1.4197,USD
2011-05-12,1.4205,1.4278,1.4123,1.4243,USD
2011-05-13,1.4243,1.4342,1.4067,1.4121,USD
2011-05-16,1.4078,1.4245,1.4047,1.4154,USD
2011-05-17,1.416,1.424,1.4118,1.4238,USD
2011-05-18,1.4236,1.4288,1.4194,1.4246,USD
2011-05-19,1.4249,1.4327,1.4205,1.4314,USD
2011-05-20,1.4308,1.4348,1.4134,1.4155,USD
2011-05-23,1.4131,1.4144,1.3969,1.4051,USD
2011-05-24,1.4045,1.4133,1.4,1.4104,USD
2011-05-25,1.4101,1.412,1.4013,1.4087,USD
2011-05-26,1.4085,1.4207,1.4066,1.4139,USD
2011-05-27,1.4137,1.4325,1.4126,1.4324,USD
2011-05-30,1.4314,1.4314,1.4257,1.428,USD
2011-05-31,1.4284,1.4425,1.4284,1.4396,USD
2011-06-01,1.4393,1.446,1.4307,1.4314,USD
2011-06-02,1.4322,1.4514,1.4322,1.4491,USD
2011-06-03,1.4494,1.4645,1.4454,1.4637,USD
2011-06-06,1.4628,1.4659,1.4556,1.4577,USD
2011-06-07,1.4577,1.4698,1.4563,1.4691,USD
2011-06-08,1.4691,1.4695,1.4564,1.4577,USD
2011-06-09,1.4577,1.4651,1.4476,1.4508,USD
2011-06-10,1.451,1.4553,1.4323,1.4348,USD
2011-06-13,1.4329,1.4432,1.432,1.4417,USD
2011-06-14,1.442,1.4501,1.4379,1.4441,USD
2011-06-15,1.4442,1.4456,1.4156,1.4168,USD
2011-06-16,1.4164,1.4221,1.4074,1.4213,USD
2011-06-17,1.4213,1.4342,1.4127,1.4311,USD
2011-06-20,1.4274,1.4329,1.4191,1.4309,USD
2011-06-21,1.4306,1.4423,1.4304,1.4407,USD
2011-06-22,1.4396,1.4442,1.4339,1.4354,USD
2011-06-23,1.4335,1.4341,1.4127,1.4259,USD
2011-06-24,1.4264,1.4312,1.4142,1.4193,USD
2011-06-27,1.4193,1.4296,1.4103,1.4284,USD
2011-06-28,1.4284,1.4398,1.4235,1.4369,USD
2011-06-29,1.4364,1.4449,1.4327,1.4436,USD
2011-06-30,1.4434,1.4541,1.4426,1.4506,USD
2011-07-01,1.45,1.4554,1.4437,1.4525,USD
2011-07-04,1.4543,1.4581,1.4493,1.4541,USD
2011-07-05,1.4541,1.4554,1.4396,1.4423,USD
2011-07-06,1.4421,1.4468,1.4284,1.4318,USD
2011-07-07,1.4318,1.4376,1.4221,1.4361,USD
2011-07-08,1.436,1.4371,1.4207,1.427,USD
2011-07-11,1.4215,1.4228,1.3984,1.4036,USD
2011-07-12,1.4046,1.4065,1.3838,1.3979,USD
2011-07-13,1.3976,1.4212,1.3952,1.4184,USD
2011-07-14,1.4189,1.4284,1.4116,1.4145,USD
2011-07-15,1.4144,1.4202,1.4093,1.4153,USD
2011-07-18,1.4113,1.4135,1.4011,1.4111,USD
2011-07-19,1.4101,1.4219,1.4068,1.4156,USD
2011-07-20,1.4153,1.4243,1.4133,1.422,USD
2011-07-21,1.4226,1.444,1.4139,1.4423,USD
2011-07-22,1.4423,1.444,1.4325,1.4356,USD
2011-07-25,1.4398,1.4408,1.4325,1.4376,USD
2011-07-26,1.4375,1.4526,1.4356,1.4512,USD
2011-07-27,1.4514,1.4537,1.4339,1.4365,USD
2011-07-28,1.4373,1.4402,1.4253,1.4331,USD
2011-07-29,1.4328,1.4414,1.4229,1.4396,USD
2011-08-01,1.4358,1.4455,1.4186,1.4251,USD
2011-08-02,1.4262,1.4284,1.415,1.4193,USD
2011-08-03,1.4183,1.4345,1.4143,1.4325,USD
2011-08-04,1.4332,1.4371,1.4089,1.4108,USD
2011-08-05,1.4099,1.4299,1.4056,1.4282,USD
2011-08-08,1.4387,1.4404,1.4131,1.4177,USD
2011-08-09,1.4173,1.4381,1.4152,1.437,USD
2011-08-10,1.4395,1.4403,1.4162,1.4174,USD
2011-08-11,1.4163,1.4296,1.4103,1.4243,USD
2011-08-12,1.424,1.4293,1.415,1.4249,USD
2011-08-15,1.4261,1.4478,1.4261,1.4446,USD
2011-08-16,1.4447,1.4474,1.4354,1.4409,USD
2011-08-17,1.4403,1.4519,1.4325,1.4425,USD
2011-08-18,1.4423,1.4451,1.427,1.4331,USD
2011-08-19,1.4329,1.4455,1.4259,1.4398,USD
2011-08-22,1.4375,1.4436,1.4346,1.436,USD
2011-08-23,1.4358,1.4499,1.4352,1.4438,USD
2011-08-24,1.4432,1.4482,1.4379,1.4413,USD
2011-08-25,1.4412,1.4476,1.4327,1.438,USD
2011-08-26,1.4374,1.4503,1.4329,1.4499,USD
2011-08-29,1.4497,1.455,1.4466,1.451,USD
2011-08-30,1.4516,1.4535,1.4385,1.4446,USD
2011-08-31,1.4436,1.447,1.436,1.4379,USD
2011-09-01,1.4375,1.4381,1.4224,1.4259,USD
2011-09-02,1.426,1.4291,1.4184,1.4205,USD
2011-09-05,1.4167,1.4174,1.4061,1.4092,USD
2011-09-06,1.4097,1.4277,1.3973,1.4,USD
2011-09-07,1.3994,1.4148,1.3992,1.4097,USD
2011-09-08,1.4094,1.4097,1.3872,1.3882,USD
2011-09-09,1.3883,1.3938,1.3628,1.3653,USD
2011-09-12,1.3568,1.3693,1.35,1.3673,USD
2011-09-13,1.367,1.3741,1.3558,1.3683,USD
2011-09-14,1.3683,1.3785,1.3591,1.3747,USD
2011-09-15,1.3744,1.3939,1.3704,1.3878,USD
2011-09-16,1.3886,1.3887,1.3755,1.38,USD
2011-09-19,1.3672,1.3721,1.3587,1.3685,USD
2011-09-20,1.3674,1.3746,1.3594,1.3706,USD
2011-09-21,1.3702,1.379,1.3558,1.3566,USD
2011-09-22,1.3579,1.3601,1.3382,1.346,USD
2011-09-23,1.3462,1.357,1.3417,1.3498,USD
2011-09-26,1.351,1.3552,1.3364,1.354,USD
2011-09-27,1.3527,1.3668,1.3478,1.3592,USD
2011-09-28,1.359,1.3691,1.3533,1.3542,USD
2011-09-29,1.3529,1.368,1.352,1.3594,USD
2011-09-30,1.3585,1.3604,1.3383,1.3386,USD
2011-10-03,1.3337,1.3382,1.3163,1.3169,USD
2011-10-04,1.3183,1.3371,1.3146,1.334,USD
2011-10-05,1.3346,1.3385,1.3259,1.3348,USD
2011-10-06,1.3354,1.3451,1.3241,1.3432,USD
2011-10-07,1.3431,1.3527,1.3362,1.3377,USD
2011-10-10,1.3396,1.3699,1.3377,1.3643,USD
2011-10-11,1.364,1.3685,1.3565,1.3645,USD
2011-10-12,1.3649,1.3834,1.3581,1.3787,USD
2011-10-13,1.3785,1.3829,1.3685,1.3776,USD
2011-10-14,1.3773,1.3896,1.3722,1.3877,USD
2011-10-17,1.3885,1.3916,1.3726,1.3742,USD
2011-10-18,1.3735,1.3819,1.3653,1.3739,USD
2011-10-19,1.3739,1.387,1.3725,1.3756,USD
2011-10-20,1.3756,1.3845,1.3657,1.3777,USD
2011-10-21,1.3775,1.3903,1.3705,1.3896,USD
2011-10-24,1.3864,1.3956,1.3821,1.3925,USD
2011-10-25,1.3931,1.3962,1.3849,1.3906,USD
2011-10-26,1.3912,1.3977,1.3799,1.3902,USD
2011-10-27,1.3884,1.4249,1.3865,1.4192,USD
2011-10-28,1.4183,1.4202,1.4135,1.4148,USD
2011-10-31,1.415,1.4171,1.3828,1.3857,USD
2011-11-01,1.3857,1.3873,1.361,1.3696,USD
2011-11-02,1.3695,1.383,1.3636,1.3746,USD
2011-11-03,1.375,1.3855,1.3655,1.3815,USD
2011-11-04,1.3813,1.3868,1.3712,1.3796,USD
2011-11-07,1.3837,1.3838,1.368,1.3776,USD
2011-11-08,1.3776,1.3848,1.3723,1.3838,USD
2011-11-09,1.3836,1.3859,1.3523,1.3546,USD
2011-11-10,1.3546,1.3655,1.3483,1.3603,USD
2011-11-11,1.3601,1.3798,1.3579,1.3752,USD
2011-11-14,1.3809,1.3813,1.3592,1.3626,USD
2011-11-15,1.3632,1.3641,1.3497,1.3533,USD
2011-11-16,1.3536,1.3559,1.3428,1.3463,USD
2011-11-17,1.3457,1.354,1.342,1.346,USD
2011-11-18,1.346,1.3615,1.3447,1.351,USD
2011-11-21,1.3507,1.3541,1.343,1.3495,USD
2011-11-22,1.3493,1.3569,1.3468,1.3514,USD
2011-11-23,1.351,1.3533,1.332,1.3335,USD
2011-11-24,1.3345,1.3413,1.3317,1.335,USD
2011-11-25,1.3346,1.3356,1.3211,1.3234,USD
2011-11-28,1.3319,1.34,1.3273,1.331,USD
2011-11-29,1.3314,1.3445,1.3287,1.3331,USD
2011-11-30,1.3317,1.3533,1.326,1.3443,USD
2011-12-01,1.3437,1.3522,1.3416,1.3464,USD
