code,start_time,end_time,volatility,sharpe_ratio,holding_period
Portfolio,11-Apr-2002,31-Jan-2020,0.0127546897008451,1.1872223908535,21.778560042508
AUDUSD,15-Apr-2002,31-Jan-2020,0.00836667876550794,0.310509238305743,15.2709359605911
EURUSD,15-Apr-2002,31-Jan-2020,0.00871897164703571,0.353491882622062,15.1297709923664
GBPUSD,15-Apr-2002,31-Jan-2020,0.00919125772054296,-0.107028037775053,13.1306209850107
NZDUSD,15-Apr-2002,31-Jan-2020,0.00810873714577008,0.331716336527104,16.490861618799
USDCAD,15-Apr-2002,31-Jan-2020,0.00814328624528034,0.093281031577973,14.7909319899244
USDCHF,15-Apr-2002,31-Jan-2020,0.0109622488189994,-0.0530296453147953,14.2391304347826
USDJPY,15-Apr-2002,31-Jan-2020,0.00902322977926127,0.216936591316598,13.5700483091787
USDNOK,15-Apr-2002,31-Jan-2020,0.00910767517168329,0.341446725606695,15.5138539042821
USDSEK,15-Apr-2002,31-Jan-2020,0.00820173545605397,0.245559124338018,14.87841191067
USDBRL,12-Apr-2002,31-Jan-2020,0.012749503900367,0.490390463387479,16.0829015544041
USDCLP,12-Apr-2002,31-Jan-2020,0.010400467681679,0.599143716148304,15.0432569974555
USDCOP,11-Apr-2002,31-Jan-2020,0.00958300818972188,0.775936352419932,17.5350140056022
USDCZK,12-Apr-2002,31-Jan-2020,0.00781010423774182,0.284459048564562,16.5859375
USDHUF,12-Apr-2002,31-Jan-2020,0.00805368964566119,-0.0691890810543154,13.9031476997579
USDILS,11-Apr-2002,31-Jan-2020,0.00768083832712866,0.470841376466603,18.2694444444444
USDINR,15-Apr-2002,31-Jan-2020,0.00961062048947717,0.728256093652935,19.25625
USDKRW,11-Apr-2002,31-Jan-2020,0.0121655093845283,0.318139475302604,15.1007751937985
USDMXN,12-Apr-2002,31-Jan-2020,0.00972502545259214,0.178402049312217,15.0156657963446
USDMYR,15-Apr-2002,31-Jan-2020,0.0103660849945038,0.728013349446387,16.411214953271
USDPHP,12-Apr-2002,31-Jan-2020,0.00656969217998419,0.0699762839753084,18.8810975609756
USDPLN,15-Apr-2002,31-Jan-2020,0.0085896098856024,0.187522718788685,15.4092071611253
USDRON,12-Apr-2002,31-Jan-2020,0.00818972980838826,0.17222141398998,16.5333333333333
USDSGD,15-Apr-2002,31-Jan-2020,0.00830387166614338,0.416176841765608,17.9643835616438
USDTHB,12-Apr-2002,31-Jan-2020,0.0101243890715947,0.974715528848901,26.1627906976744
USDTRY,12-Apr-2002,31-Jan-2020,0.0106792767016034,0.371551152252765,16.0633245382586
USDTWD,19-Apr-2002,31-Jan-2020,0.00888311912992815,0.963771886056414,23.0654545454545
USDZAR,12-Apr-2002,31-Jan-2020,0.00877287218504437,-0.0654693667351454,14.180487804878
